Virtual User Script started at: Wed 23.09.20 1:45:34	[MsgId: MMSG-15967]
Action.c(42): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(42): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(46): web_url("WebTours") started  	[MsgId: MMSG-26355]
Action.c(46): t=314ms: 298-byte response headers for "http://localhost:1080/WebTours/" (RelFrameId=1, Internal ID=1)
Action.c(46):     HTTP/1.1 200 OK\r\n
Action.c(46):     Date: Tue, 22 Sep 2020 20:45:34 GMT\r\n
Action.c(46):     Server: Apache/2.2.21 (Win32)\r\n
Action.c(46):     Last-Modified: Mon, 27 May 2013 09:20:22 GMT\r\n
Action.c(46):     ETag: "2000000047912-16e-4ddafa8738180"\r\n
Action.c(46):     Accept-Ranges: bytes\r\n
Action.c(46):     Content-Length: 366\r\n
Action.c(46):     Keep-Alive: timeout=5, max=100\r\n
Action.c(46):     Connection: Keep-Alive\r\n
Action.c(46):     Content-Type: text/html\r\n
Action.c(46):     \r\n
Action.c(46): t=315ms: 366-byte response body for "http://localhost:1080/WebTours/" (RelFrameId=1, Internal ID=1)
Action.c(46):     <HTML>\n
Action.c(46):     <HEAD>\n
Action.c(46):     <title>Web Tours</title>\n
Action.c(46):     <frameset rows = "65,*" border="1" bordercolor="#E0E7F1">\n
Action.c(46):     <frame name="header" src="header.html" scrolling="no" noresize="noresize" marginheight="2"
Action.c(46):      marginwidth="2"/>\n
Action.c(46):     <frame name="body" src="/cgi-bin/welcome.pl?signOff=true" scrolling="auto" noresize="nores
Action.c(46):     ize" marginheight="2" marginwidth="2" />\n
Action.c(46):     </frameset>\n
Action.c(46):     </HEAD>\n
Action.c(46):     </HTML>\n
Action.c(46):     \n
Action.c(46): Detected non-resource "http://localhost:1080/WebTours/header.html" in "http://localhost:1080/WebTours/"  	[MsgId: MMSG-26574]
Action.c(46): Detected non-resource "http://localhost:1080/cgi-bin/welcome.pl?signOff=true" in "http://localhost:1080/WebTours/"  	[MsgId: MMSG-26574]
Action.c(46): t=319ms: 298-byte response headers for "http://localhost:1080/WebTours/header.html" (RelFrameId=1.1, Internal ID=2)
Action.c(46):     HTTP/1.1 200 OK\r\n
Action.c(46):     Date: Tue, 22 Sep 2020 20:45:34 GMT\r\n
Action.c(46):     Server: Apache/2.2.21 (Win32)\r\n
Action.c(46):     Last-Modified: Mon, 27 May 2013 09:20:22 GMT\r\n
Action.c(46):     ETag: "2000000047910-2c6-4ddafa8738180"\r\n
Action.c(46):     Accept-Ranges: bytes\r\n
Action.c(46):     Content-Length: 710\r\n
Action.c(46):     Keep-Alive: timeout=5, max=100\r\n
Action.c(46):     Connection: Keep-Alive\r\n
Action.c(46):     Content-Type: text/html\r\n
Action.c(46):     \r\n
Action.c(46): t=320ms: 710-byte response body for "http://localhost:1080/WebTours/header.html" (RelFrameId=1.1, Internal ID=2)
Action.c(46):     <!DOCTYPE html>\n
Action.c(46):     <HTML xmlns="http://www.w3.org/1999/xhtml">\n
Action.c(46):     <HEAD></HEAD>\n
Action.c(46):     <BODY bgcolor="#003366" leftmargin="0" marginheight="0" marginwidth="0" topmargin="0">\n
Action.c(46):     \t\t&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&n
Action.c(46):     bsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; \n
Action.c(46):     \t\t<table width="100%" border="0" cellspacing="0" cellpadding="0">\n
Action.c(46):     \t\t\t<tr>\n
Action.c(46):     \t\t\t\t<td align="left" valign="middle" width="50%"><img src="images/hp_logo.png" alt="" 
Action.c(46):     height="45" width="69" align="absmiddle" border="0"/><img src="images/webtours.png" alt=""
Action.c(46):      height="45" width="130" align="absmiddle" border="0"/></td>\n
Action.c(46):     \t\t\t\t<td align="right"></td>\n
Action.c(46):     \t\t\t\t<td></td>\n
Action.c(46):     \t\t\t</tr>\n
Action.c(46):     \t\t</table>\n
Action.c(46):     \t</BODY>\n
Action.c(46):     </HTML>
Action.c(46): Found resource "http://localhost:1080/WebTours/images/hp_logo.png" in HTML "http://localhost:1080/WebTours/header.html"  	[MsgId: MMSG-26659]
Action.c(46): Found resource "http://localhost:1080/WebTours/images/webtours.png" in HTML "http://localhost:1080/WebTours/header.html"  	[MsgId: MMSG-26659]
Action.c(46): t=323ms: 297-byte response headers for "http://localhost:1080/WebTours/images/hp_logo.png" (RelFrameId=, Internal ID=4)
Action.c(46):     HTTP/1.1 200 OK\r\n
Action.c(46):     Date: Tue, 22 Sep 2020 20:45:34 GMT\r\n
Action.c(46):     Server: Apache/2.2.21 (Win32)\r\n
Action.c(46):     Last-Modified: Thu, 12 Jan 2012 10:30:26 GMT\r\n
Action.c(46):     ETag: "2000000047929-259-4b6523c889480"\r\n
Action.c(46):     Accept-Ranges: bytes\r\n
Action.c(46):     Content-Length: 601\r\n
Action.c(46):     Keep-Alive: timeout=5, max=99\r\n
Action.c(46):     Connection: Keep-Alive\r\n
Action.c(46):     Content-Type: image/png\r\n
Action.c(46):     \r\n
Action.c(46): t=324ms: 601-byte response body for "http://localhost:1080/WebTours/images/hp_logo.png" (RelFrameId=, Internal ID=4)
Action.c(46): t=324ms: 300-byte response headers for "http://localhost:1080/WebTours/images/webtours.png" (RelFrameId=, Internal ID=5)
Action.c(46):     HTTP/1.1 200 OK\r\n
Action.c(46):     Date: Tue, 22 Sep 2020 20:45:34 GMT\r\n
Action.c(46):     Server: Apache/2.2.21 (Win32)\r\n
Action.c(46):     Last-Modified: Mon, 04 Nov 2013 10:47:02 GMT\r\n
Action.c(46):     ETag: "2000000047935-105b-4ea57a2d89580"\r\n
Action.c(46):     Accept-Ranges: bytes\r\n
Action.c(46):     Content-Length: 4187\r\n
Action.c(46):     Keep-Alive: timeout=5, max=100\r\n
Action.c(46):     Connection: Keep-Alive\r\n
Action.c(46):     Content-Type: image/png\r\n
Action.c(46):     \r\n
Action.c(46): t=325ms: 4187-byte response body for "http://localhost:1080/WebTours/images/webtours.png" (RelFrameId=, Internal ID=5)
Action.c(46): t=431ms: 328-byte response headers for "http://localhost:1080/cgi-bin/welcome.pl?signOff=true" (RelFrameId=1.2, Internal ID=3)
Action.c(46):     HTTP/1.1 200 OK\r\n
Action.c(46):     Date: Tue, 22 Sep 2020 20:45:34 GMT\r\n
Action.c(46):     Server: Apache/2.2.21 (Win32)\r\n
Action.c(46):     Set-Cookie: MSO=SID&1600807535; path=/\r\n
Action.c(46):     Set-Cookie: MTUserInfo=; path=/; expires=Mon, 21-Sep-2020 20:45:35 GMT\r\n
Action.c(46):     Keep-Alive: timeout=5, max=100\r\n
Action.c(46):     Connection: Keep-Alive\r\n
Action.c(46):     Transfer-Encoding: chunked\r\n
Action.c(46):     Content-Type: text/html; charset=ISO-8859-1\r\n
Action.c(46):     \r\n
Action.c(46): t=432ms: 5-byte chunked response overhead for "http://localhost:1080/cgi-bin/welcome.pl?signOff=true" (RelFrameId=1.2, Internal ID=3)
Action.c(46):     2ae\r\n
Action.c(46): t=432ms: 2-byte chunked response overhead for "http://localhost:1080/cgi-bin/welcome.pl?signOff=true" (RelFrameId=1.2, Internal ID=3)
Action.c(46):     \r\n
Action.c(46): t=433ms: 686-byte chunked response body for "http://localhost:1080/cgi-bin/welcome.pl?signOff=true" (RelFrameId=1.2, Internal ID=3)
Action.c(46):     <!-- \n
Action.c(46):      A Session ID has been created and loaded into a cookie called MSO.\n
Action.c(46):      Also, the server options have been loaded into the cookie called\n
Action.c(46):      MSO as well.  The server options can be set via the Admin page.\n
Action.c(46):      --->\n
Action.c(46):     \n
Action.c(46):     <html>\n
Action.c(46):     <title>Web Tours</title>\n
Action.c(46):        <!-- Frame Set -->\n
Action.c(46):        <frameset cols="160,*" border="1" frameborder="1">\n
Action.c(46):           <!-- Navigation Frame -->\n
Action.c(46):           <frame src="nav.pl?in=home" name="navbar" marginheight="2" marginwidth="2" \n
Action.c(46):                 noresize="noresize" scrolling="auto"/>\n
Action.c(46):           <!-- Home Frame -->\n
Action.c(46):           <frame src="/WebTours/home.html" name="info" marginheight="2" marginwidth="2" \n
Action.c(46):                 noresize="noresize" scrolling="auto"/>\n
Action.c(46):        </frameset>\n
Action.c(46):     </html>\n
Action.c(46):     \n
Action.c(46):     </body>\n
Action.c(46):     </html>
Action.c(46): Detected non-resource "http://localhost:1080/cgi-bin/nav.pl?in=home" in "http://localhost:1080/cgi-bin/welcome.pl?signOff=true"  	[MsgId: MMSG-26574]
Action.c(46): Detected non-resource "http://localhost:1080/WebTours/home.html" in "http://localhost:1080/cgi-bin/welcome.pl?signOff=true"  	[MsgId: MMSG-26574]
Action.c(46): t=442ms: 5-byte chunked response overhead for "http://localhost:1080/cgi-bin/welcome.pl?signOff=true" (RelFrameId=1.2, Internal ID=3)
Action.c(46):     0\r\n
Action.c(46):     \r\n
Action.c(46): t=443ms: 298-byte response headers for "http://localhost:1080/WebTours/home.html" (RelFrameId=1.2.2, Internal ID=7)
Action.c(46):     HTTP/1.1 200 OK\r\n
Action.c(46):     Date: Tue, 22 Sep 2020 20:45:35 GMT\r\n
Action.c(46):     Server: Apache/2.2.21 (Win32)\r\n
Action.c(46):     Last-Modified: Mon, 27 May 2013 09:20:22 GMT\r\n
Action.c(46):     ETag: "2000000047911-551-4ddafa8738180"\r\n
Action.c(46):     Accept-Ranges: bytes\r\n
Action.c(46):     Content-Length: 1361\r\n
Action.c(46):     Keep-Alive: timeout=5, max=99\r\n
Action.c(46):     Connection: Keep-Alive\r\n
Action.c(46):     Content-Type: text/html\r\n
Action.c(46):     \r\n
Action.c(46): t=443ms: 1361-byte response body for "http://localhost:1080/WebTours/home.html" (RelFrameId=1.2.2, Internal ID=7)
Action.c(46):     <HTML>\n
Action.c(46):     <HEAD>\n
Action.c(46):     \t<title>Web Tours</title>\n
Action.c(46):     </HEAD>\n
Action.c(46):     <style>\n
Action.c(46):     \tblockquote {font-family: tahoma; font-size : 10pt}\n
Action.c(46):     \tH1 {font-family: tahoma; font-size : 22pt; color: #003366}\n
Action.c(46):     \tsmall {font-family: tahoma; font-size : 8pt}\n
Action.c(46):     \tH3{font-family: tahoma; font-size : 10pt; color: black}\n
Action.c(46):     \tA {FONT-WEIGHT: bold; FONT-SIZE: 10pt; COLOR: black; FONT-FAMILY: Tahoma; TEXT-DECORATIO
Action.c(46):     N: none}\n
Action.c(46):     \tA:hover{ FONT-WEIGHT: bold; FONT-SIZE: 10pt; COLOR: #993333; FONT-FAMILY: Tahoma;TEXT-DE
Action.c(46):     CORATION: underline}\n
Action.c(46):     \tTD {font-family: tahoma; font-size : 10pt; color: black}\n
Action.c(46):     </style>\n
Action.c(46):     <body bgcolor="#e0e7f1">\n
Action.c(46):     <BR/>\n
Action.c(46):     <BR/>\n
Action.c(46):     <BR/>\n
Action.c(46):     <br/>\n
Action.c(46):     <table border="0">\n
Action.c(46):     <tr><td></td></tr>\n
Action.c(46):     <TR><TD></TD></TR>\n
Action.c(46):     <TR><TD>\n
Action.c(46):     <blockquote>\n
Action.c(46):     <H1><b>Web Tours</b></H1>\n
Action.c(46):     Welcome to the Web Tours site.\n
Action.c(46):     <br/>\n
Action.c(46):     To make reservations,please enter your account information to the left.\n
Action.c(46):     <br/>\n
Action.c(46):     If you haven't registered yet, <A href="/cgi-bin/login.pl?username=&amp;password=&amp;getI
Action.c(46):     nfo=true" ><B>sign up now</B></A> to get access to all our resources.\n
Action.c(46):     <br/>\n
Action.c(46):     To configure the server options, use <A href="/cgi-bin/admin.pl" target="body" ><b>adminis
Action.c(46):     tration</b></A> link.\n
Action.c(46):     <br/><br/><br/><br/><br/><br/>\n
Action.c(46):     <br/><small>\n
Action.c(46):     This product uses parts of the SMT Kernel, Copyright (c) 1991-99 <A href="http://www.imati
Action.c(46):     x.com" target="new"><B><small>iMatix Corporation</small></B></A> \n
Action.c(46):     </small>\n
Action.c(46):     </blockquote></TD>\n
Action.c(46):     <TD></TD></TR>\n
Action.c(46):     </table>\n
Action.c(46):     </body>\n
Action.c(46):     </HTML>\n
Action.c(46): t=580ms: 255-byte response headers for "http://localhost:1080/cgi-bin/nav.pl?in=home" (RelFrameId=1.2.1, Internal ID=6)
Action.c(46):     HTTP/1.1 200 OK\r\n
Action.c(46):     Date: Tue, 22 Sep 2020 20:45:35 GMT\r\n
Action.c(46):     Server: Apache/2.2.21 (Win32)\r\n
Action.c(46):     Expires: Mon, 21 Sep 2020 20:45:35 GMT\r\n
Action.c(46):     Keep-Alive: timeout=5, max=98\r\n
Action.c(46):     Connection: Keep-Alive\r\n
Action.c(46):     Transfer-Encoding: chunked\r\n
Action.c(46):     Content-Type: text/html; charset=ISO-8859-1\r\n
Action.c(46):     \r\n
Action.c(46): t=581ms: 5-byte chunked response overhead for "http://localhost:1080/cgi-bin/nav.pl?in=home" (RelFrameId=1.2.1, Internal ID=6)
Action.c(46):     5d2\r\n
Action.c(46): t=581ms: 2-byte chunked response overhead for "http://localhost:1080/cgi-bin/nav.pl?in=home" (RelFrameId=1.2.1, Internal ID=6)
Action.c(46):     \r\n
Action.c(46): t=581ms: 1490-byte chunked response body for "http://localhost:1080/cgi-bin/nav.pl?in=home" (RelFrameId=1.2.1, Internal ID=6)
Action.c(46):     <!DOCTYPE html\n
Action.c(46):     \tPUBLIC "-//W3C//DTD XHTML 1.0 Transitional//EN"\n
Action.c(46):     \t "http://www.w3.org/TR/xhtml1/DTD/xhtml1-transitional.dtd">\n
Action.c(46):     <html xmlns="http://www.w3.org/1999/xhtml" lang="en-US" xml:lang="en-US">\n
Action.c(46):     <head>\n
Action.c(46):     <title>Web Tours Navigation Bar</title>\n
Action.c(46):     <meta http-equiv="Content-Type" content="text/html; charset=iso-8859-1" />\n
Action.c(46):     </head>\n
Action.c(46):     <body bgcolor="#E0E7F1">\n
Action.c(46):     <style>\n
Action.c(46):     blockquote {font-family: tahoma; font-size : 10pt}\n
Action.c(46):     H1 {font-family: tahoma; font-size : 22pt; color: #993333}\n
Action.c(46):     H3 {font-family: tahoma; font-size : 10pt; color: black}\n
Action.c(46):     small {font-family: tahoma; font-size : 8pt}\n
Action.c(46):     </style>\n
Action.c(46):     <form method="post" action="/cgi-bin/login.pl" target="body">\n
Action.c(46):     <input type="hidden" name="userSession" value="129672.542324828zzHAADVpDQfiDDDDtAAcApViiDH
Action.c(46):     f"/>\n
Action.c(46):     <table border="0"><tr><td>&nbsp;</td>\n
Action.c(46):     <td>&nbsp;</td></tr>\n
Action.c(46):     <tr><td>&nbsp;</td>\n
Action.c(46):     <td>&nbsp;</td></tr>\n
Action.c(46):     <tr><td>&nbsp;</td>\n
Action.c(46):     <td><small>&nbsp;Username</small></td></tr>\n
Action.c(46):     <tr><td>&nbsp;</td>\n
Action.c(46):     <td><input type="text" name="username" value="" size="14" maxlength="14"/></td></tr>\n
Action.c(46):     <tr><td>&nbsp;</td>\n
Action.c(46):     <td><small>&nbsp;Password</small></td>\n
Action.c(46):     <tr><td>&nbsp;</td>\n
Action.c(46):     <td><input type="password" name="password" value="" size="14" maxlength="14"/></td></tr>\n
Action.c(46):     <tr><td>&nbsp;</td>\n
Action.c(46):     <td>&nbsp;</td></tr>\n
Action.c(46):     <tr><td>&nbsp;</td>\n
Action.c(46):     <td><input type="image" name="login" value="Login" alt="Login" border="1" \n
Action.c(46):     src="/WebTours/images/mer_login.gif"/></td></tr>\n
Action.c(46):     <tr><td>&nbsp;</td><td>&nbsp;</td></tr>\n
Action.c(46):     </table><input type="hidden" name="JSFormSubmit" value="off"/>\n
Action.c(46):     </form>\n
Action.c(46):     \n
Action.c(46):     </body>\n
Action.c(46):     </html>\n
Action.c(46): Found resource "http://localhost:1080/WebTours/images/mer_login.gif" in HTML "http://localhost:1080/cgi-bin/nav.pl?in=home"  	[MsgId: MMSG-26659]
Action.c(46): t=588ms: 5-byte chunked response overhead for "http://localhost:1080/cgi-bin/nav.pl?in=home" (RelFrameId=1.2.1, Internal ID=6)
Action.c(46):     0\r\n
Action.c(46):     \r\n
Action.c(46): Notify: Saving Parameter "userSession = 129672.542324828zzHAADVpDQfiDDDDtAAcApViiDHf".	[MsgId: MMSG-13798]
Action.c(46): t=642ms: 297-byte response headers for "http://localhost:1080/WebTours/images/mer_login.gif" (RelFrameId=, Internal ID=8)
Action.c(46):     HTTP/1.1 200 OK\r\n
Action.c(46):     Date: Tue, 22 Sep 2020 20:45:35 GMT\r\n
Action.c(46):     Server: Apache/2.2.21 (Win32)\r\n
Action.c(46):     Last-Modified: Thu, 12 Jan 2012 10:30:26 GMT\r\n
Action.c(46):     ETag: "2000000047931-2a7-4b6523c889480"\r\n
Action.c(46):     Accept-Ranges: bytes\r\n
Action.c(46):     Content-Length: 679\r\n
Action.c(46):     Keep-Alive: timeout=5, max=98\r\n
Action.c(46):     Connection: Keep-Alive\r\n
Action.c(46):     Content-Type: image/gif\r\n
Action.c(46):     \r\n
Action.c(46): t=643ms: 679-byte response body for "http://localhost:1080/WebTours/images/mer_login.gif" (RelFrameId=, Internal ID=8)
Action.c(46): Registered web_reg_find successful for "Text=Web Tours" (count=6)  	[MsgId: MMSG-26364]
Action.c(46): web_url("WebTours") was successful, 10080 body bytes, 2371 header bytes, 24 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(56): Notify: Transaction "goToSite" ended with a "Pass" status (Duration: 0,3389 Wasted Time: 0,0554).	[MsgId: MMSG-16871]
Action.c(58): Think time - Waiting 5,00 seconds (according to limit).	[MsgId: MMSG-15946]
Action.c(58): lr_think_time: 5,00 seconds (recorded think time was 6,00 seconds).	[MsgId: MMSG-15947]
Action.c(60): Notify: Transaction "login" started.	[MsgId: MMSG-16999]
Action.c(62): web_remove_auto_header("Sec-Fetch-User") started  	[MsgId: MMSG-26355]
Action.c(62): Previous automatically added web header for "Sec-Fetch-User" removed  	[MsgId: MMSG-26587]
Action.c(62): web_remove/revert_auto_header("Sec-Fetch-User") was successful  	[MsgId: MMSG-26392]
Action.c(64): web_add_auto_header("Sec-Fetch-Dest") started  	[MsgId: MMSG-26355]
Action.c(64): web_add_auto_header("Sec-Fetch-Dest") was successful  	[MsgId: MMSG-26392]
Action.c(67): web_remove_auto_header("Upgrade-Insecure-Requests") started  	[MsgId: MMSG-26355]
Action.c(67): Previous automatically added web header for "Upgrade-Insecure-Requests" removed  	[MsgId: MMSG-26587]
Action.c(67): web_remove/revert_auto_header("Upgrade-Insecure-Requests") was successful  	[MsgId: MMSG-26392]
Action.c(69): web_add_header("Origin") started  	[MsgId: MMSG-26355]
Action.c(69): web_add_header("Origin") was successful  	[MsgId: MMSG-26392]
Action.c(72): web_add_auto_header("Sec-Fetch-Site") started  	[MsgId: MMSG-26355]
Action.c(72): web_add_auto_header("Sec-Fetch-Site") was successful  	[MsgId: MMSG-26392]
Action.c(75): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(75): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(79): web_submit_data("login.pl") started  	[MsgId: MMSG-26355]
Action.c(79): Notify: Parameter Substitution: parameter "userSession" =  "129672.542324828zzHAADVpDQfiDDDDtAAcApViiDHf"	[MsgId: MMSG-13992]
Action.c(79): Notify: Parameter Substitution: parameter "login" =  "cracow"	[MsgId: MMSG-13992]
Action.c(79): Notify: Parameter Substitution: parameter "password" =  "quebec"	[MsgId: MMSG-13992]
Action.c(79): t=5807ms: 385-byte response headers for "http://localhost:1080/cgi-bin/login.pl" (RelFrameId=1, Internal ID=9)
Action.c(79):     HTTP/1.1 200 OK\r\n
Action.c(79):     Date: Tue, 22 Sep 2020 20:45:40 GMT\r\n
Action.c(79):     Server: Apache/2.2.21 (Win32)\r\n
Action.c(79):     Expires: 5s\r\n
Action.c(79):     Set-Cookie: MTUserInfo=firstName&Kirilyuk&address2&sullivan&username&cracow&hash&23&lastNa
Action.c(79):     me&Gorislav%0A&address1&melville&creditCard&&expDate&%0A; path=/\r\n
Action.c(79):     Keep-Alive: timeout=5, max=100\r\n
Action.c(79):     Connection: Keep-Alive\r\n
Action.c(79):     Transfer-Encoding: chunked\r\n
Action.c(79):     Content-Type: text/html; charset=ISO-8859-1\r\n
Action.c(79):     \r\n
Action.c(79): t=5808ms: 5-byte chunked response overhead for "http://localhost:1080/cgi-bin/login.pl" (RelFrameId=1, Internal ID=9)
Action.c(79):     1e1\r\n
Action.c(79): t=5808ms: 2-byte chunked response overhead for "http://localhost:1080/cgi-bin/login.pl" (RelFrameId=1, Internal ID=9)
Action.c(79):     \r\n
Action.c(79): t=5809ms: 481-byte chunked response body for "http://localhost:1080/cgi-bin/login.pl" (RelFrameId=1, Internal ID=9)
Action.c(79):     <!--\n
Action.c(79):     User password was correct - added a cookie with the user's default\n
Action.c(79):     information.  Set the user up to make reservations...\n
Action.c(79):     \n
Action.c(79):     --->\n
Action.c(79):     \n
Action.c(79):     <html>\n
Action.c(79):     <title>Web Tours</title>\n
Action.c(79):     <frameset cols="160,*" border=1 frameborder=1>\n
Action.c(79):     <frame src="nav.pl?page=menu&in=home" name="navbar" marginheight="2" marginwidth="2" nores
Action.c(79):     ize="noresize" scrolling="auto"/>\n
Action.c(79):     <frame src="login.pl?intro=true" name="info" marginheight="2" marginwidth="2" noresize="no
Action.c(79):     resize" scrolling="auto"/>\n
Action.c(79):     </frameset>\n
Action.c(79):     \n
Action.c(79):     </body>\n
Action.c(79):     </html>
Action.c(79): Detected non-resource "http://localhost:1080/cgi-bin/nav.pl?page=menu&in=home" in "http://localhost:1080/cgi-bin/login.pl"  	[MsgId: MMSG-26574]
Action.c(79): Detected non-resource "http://localhost:1080/cgi-bin/login.pl?intro=true" in "http://localhost:1080/cgi-bin/login.pl"  	[MsgId: MMSG-26574]
Action.c(79): t=5824ms: 5-byte chunked response overhead for "http://localhost:1080/cgi-bin/login.pl" (RelFrameId=1, Internal ID=9)
Action.c(79):     0\r\n
Action.c(79):     \r\n
Action.c(79): t=6018ms: 256-byte response headers for "http://localhost:1080/cgi-bin/nav.pl?page=menu&in=home" (RelFrameId=1.1, Internal ID=10)
Action.c(79):     HTTP/1.1 200 OK\r\n
Action.c(79):     Date: Tue, 22 Sep 2020 20:45:40 GMT\r\n
Action.c(79):     Server: Apache/2.2.21 (Win32)\r\n
Action.c(79):     Expires: Mon, 21 Sep 2020 20:45:40 GMT\r\n
Action.c(79):     Keep-Alive: timeout=5, max=100\r\n
Action.c(79):     Connection: Keep-Alive\r\n
Action.c(79):     Transfer-Encoding: chunked\r\n
Action.c(79):     Content-Type: text/html; charset=ISO-8859-1\r\n
Action.c(79):     \r\n
Action.c(79): t=6019ms: 5-byte chunked response overhead for "http://localhost:1080/cgi-bin/nav.pl?page=menu&in=home" (RelFrameId=1.1, Internal ID=10)
Action.c(79):     5ca\r\n
Action.c(79): t=6019ms: 2-byte chunked response overhead for "http://localhost:1080/cgi-bin/nav.pl?page=menu&in=home" (RelFrameId=1.1, Internal ID=10)
Action.c(79):     \r\n
Action.c(79): t=6019ms: 1482-byte chunked response body for "http://localhost:1080/cgi-bin/nav.pl?page=menu&in=home" (RelFrameId=1.1, Internal ID=10)
Action.c(79):     <!DOCTYPE html\n
Action.c(79):     \tPUBLIC "-//W3C//DTD XHTML 1.0 Transitional//EN"\n
Action.c(79):     \t "http://www.w3.org/TR/xhtml1/DTD/xhtml1-transitional.dtd">\n
Action.c(79):     <html xmlns="http://www.w3.org/1999/xhtml" lang="en-US" xml:lang="en-US">\n
Action.c(79):     <head>\n
Action.c(79):     <title>Web Tours Navigation Bar</title>\n
Action.c(79):     <meta http-equiv="Content-Type" content="text/html; charset=iso-8859-1" />\n
Action.c(79):     </head>\n
Action.c(79):     <body bgcolor="#E0E7F1">\n
Action.c(79):     \n
Action.c(79):     <style>\n
Action.c(79):     \tblockquote {font-family: tahoma; font-size : 10pt}\n
Action.c(79):     \tH1 {font-family: tahoma; font-size : 22pt; color: #993333}\n
Action.c(79):     \tsmall {font-family: tahoma; font-size : 8pt}\n
Action.c(79):     \tH3{font-family: tahoma; font-size : 10pt; color: black}\n
Action.c(79):     \tA {FONT-WEIGHT: bold; FONT-SIZE: 10pt; COLOR: black; FONT-FAMILY: Tahoma; TEXT-DECORATIO
Action.c(79):     N: none}\n
Action.c(79):     \tA:hover{ FONT-WEIGHT: bold; FONT-SIZE: 10pt; COLOR: #993333; FONT-FAMILY: Tahoma;TEXT-DE
Action.c(79):     CORATION: underline}\n
Action.c(79):     \tTD {font-family: tahoma; font-size : 10pt; color: black}\n
Action.c(79):     </style>\n
Action.c(79):     \n
Action.c(79):     <BR><BR><center>\n
Action.c(79):     \n
Action.c(79):     <br clear="both"/><center><A HREF="welcome.pl?page=search" TARGET="body"><IMG BORDER="0" S
Action.c(79):     RC="/WebTours/images/flights.gif" \n
Action.c(79):     ALT="Search Flights Button"/></A>\n
Action.c(79):     <br clear="both"/><A HREF="welcome.pl?page=itinerary" TARGET="body"><IMG BORDER="0" SRC="/
Action.c(79):     WebTours/images/itinerary.gif" \n
Action.c(79):     ALT="Itinerary Button"/></A>\n
Action.c(79):     <br clear="both"/><A HREF="welcome.pl?page=menus" TARGET="body"><IMG BORDER="0" SRC="/WebT
Action.c(79):     ours/images/in_home.gif" \n
Action.c(79):     ALT="Home Button"/></A>\n
